State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Louisiana,7/3/04,"3,761",6/26/04,"37,595","1,812,406",2.07
Louisiana,7/10/04,"4,805",7/3/04,"37,168","1,816,466",2.05
Louisiana,7/17/04,"3,989",7/10/04,"38,893","1,816,466",2.14
Louisiana,7/24/04,"3,764",7/17/04,"38,321","1,816,466",2.11
Louisiana,7/31/04,"3,500",7/24/04,"38,278","1,816,466",2.11
Louisiana,8/7/04,"3,536",7/31/04,"38,024","1,816,466",2.09
Louisiana,8/14/04,"3,356",8/7/04,"37,549","1,816,466",2.07
Louisiana,8/21/04,"3,394",8/14/04,"36,371","1,816,466",2
Louisiana,8/28/04,"3,500",8/21/04,"35,846","1,816,466",1.97
Louisiana,9/4/04,"3,436",8/28/04,"35,024","1,816,466",1.93
Louisiana,9/11/04,"2,811",9/4/04,"34,461","1,816,466",1.9
Louisiana,9/18/04,"2,547",9/11/04,"33,431","1,816,466",1.84
Louisiana,9/25/04,"3,233",9/18/04,"33,063","1,816,466",1.82
Louisiana,10/2/04,"2,996",9/25/04,"32,136","1,816,466",1.77
Louisiana,10/9/04,"3,751",10/2/04,"31,385","1,820,725",1.72
Louisiana,10/16/04,"3,138",10/9/04,"31,148","1,820,725",1.71
Louisiana,10/23/04,"2,949",10/16/04,"30,660","1,820,725",1.68
Louisiana,10/30/04,"3,066",10/23/04,"30,111","1,820,725",1.65
Louisiana,11/6/04,"3,500",10/30/04,"29,774","1,820,725",1.64
Louisiana,11/13/04,"3,220",11/6/04,"29,973","1,820,725",1.65
Louisiana,11/20/04,"3,776",11/13/04,"30,203","1,820,725",1.66
Louisiana,11/27/04,"3,182",11/20/04,"29,475","1,820,725",1.62
Louisiana,12/4/04,"4,248",11/27/04,"31,948","1,820,725",1.75
Louisiana,12/11/04,"3,776",12/4/04,"31,610","1,820,725",1.74
Louisiana,12/18/04,"3,735",12/11/04,"32,039","1,820,725",1.76
Louisiana,12/25/04,"3,287",12/18/04,"32,031","1,820,725",1.76
Louisiana,1/1/05,"3,166",12/25/04,"33,308","1,820,725",1.83
Louisiana,1/8/05,"4,998",1/1/05,"34,315","1,825,013",1.88
Louisiana,1/15/05,"3,777",1/8/05,"33,713","1,825,013",1.85
Louisiana,1/22/05,"2,665",1/15/05,"32,409","1,825,013",1.78
Louisiana,1/29/05,"5,797",1/22/05,"31,437","1,825,013",1.72
Louisiana,2/5/05,"3,140",1/29/05,"32,846","1,825,013",1.8
Louisiana,2/12/05,"2,638",2/5/05,"30,053","1,825,013",1.65
Louisiana,2/19/05,"2,872",2/12/05,"29,891","1,825,013",1.64
Louisiana,2/26/05,"5,952",2/19/05,"29,030","1,825,013",1.59
Louisiana,3/5/05,"2,993",2/26/05,"31,777","1,825,013",1.74
Louisiana,3/12/05,"2,675",3/5/05,"30,706","1,825,013",1.68
Louisiana,3/19/05,"2,707",3/12/05,"27,453","1,825,013",1.5
Louisiana,3/26/05,"2,421",3/19/05,"26,844","1,825,013",1.47
Louisiana,4/2/05,"2,953",3/26/05,"27,132","1,825,013",1.49
Louisiana,4/9/05,"3,625",4/2/05,"26,411","1,828,542",1.44
Louisiana,4/16/05,"2,786",4/9/05,"26,583","1,828,542",1.45
Louisiana,4/23/05,"2,970",4/16/05,"26,269","1,828,542",1.44
Louisiana,4/30/05,"3,059",4/23/05,"25,975","1,828,542",1.42
Louisiana,5/7/05,"2,834",4/30/05,"26,094","1,828,542",1.43
Louisiana,5/14/05,"3,027",5/7/05,"25,828","1,828,542",1.41
Louisiana,5/21/05,"3,243",5/14/05,"25,809","1,828,542",1.41
Louisiana,5/28/05,"3,986",5/21/05,"26,127","1,828,542",1.43
Louisiana,6/4/05,"4,767",5/28/05,"26,593","1,828,542",1.45
Louisiana,6/11/05,"3,773",6/4/05,"29,162","1,828,542",1.59
Louisiana,6/18/05,"3,146",6/11/05,"29,765","1,828,542",1.63
Louisiana,6/25/05,"3,309",6/18/05,"29,905","1,828,542",1.64
Louisiana,7/2/05,"3,556",6/25/05,"29,988","1,828,542",1.64
Louisiana,7/9/05,"4,443",7/2/05,"30,172","1,832,290",1.65
Louisiana,7/16/05,"3,505",7/9/05,"32,230","1,832,290",1.76
Louisiana,7/23/05,"3,207",7/16/05,"32,038","1,832,290",1.75
Louisiana,7/30/05,"3,176",7/23/05,"31,251","1,832,290",1.71
Louisiana,8/6/05,"3,086",7/30/05,"31,207","1,832,290",1.7
Louisiana,8/13/05,"2,936",8/6/05,"30,573","1,832,290",1.67
Louisiana,8/20/05,"3,027",8/13/05,"29,927","1,832,290",1.63
Louisiana,8/27/05,"3,034",8/20/05,"29,340","1,832,290",1.6
Louisiana,9/3/05,"8,469",8/27/05,"24,289","1,832,290",1.33
Louisiana,9/10/05,"58,134",9/3/05,"38,631","1,832,290",2.11
Louisiana,9/17/05,"73,702",9/10/05,"82,524","1,832,290",4.5
Louisiana,9/24/05,"39,530",9/17/05,"183,162","1,832,290",10
Louisiana,10/1/05,"48,110",9/24/05,"203,962","1,832,290",11.13
Louisiana,10/8/05,"52,087",10/1/05,"198,464","1,835,152",10.81
Louisiana,10/15/05,"27,801",10/8/05,"205,202","1,835,152",11.18
Louisiana,10/22/05,"17,486",10/15/05,"196,792","1,835,152",10.72
Louisiana,10/29/05,"16,009",10/22/05,"196,229","1,835,152",10.69
Louisiana,11/5/05,"27,335",10/29/05,"201,040","1,835,152",10.95
Louisiana,11/12/05,"9,711",11/5/05,"199,821","1,835,152",10.89
Louisiana,11/19/05,"11,789",11/12/05,"211,454","1,835,152",11.52
Louisiana,11/26/05,"7,218",11/19/05,"182,849","1,835,152",9.96
Louisiana,12/3/05,"6,459",11/26/05,"71,565","1,835,152",3.9
Louisiana,12/10/05,"3,272",12/3/05,"73,141","1,835,152",3.99
Louisiana,12/17/05,"2,874",12/10/05,"74,853","1,835,152",4.08
Louisiana,12/24/05,"2,982",12/17/05,"66,862","1,835,152",3.64
Louisiana,12/31/05,"2,487",12/24/05,"63,030","1,835,152",3.43
